gene_id	gene_name	product	kegg_pathway
MED134_13306	tldD1	TldD protein	unspecified
MED134_13311	tldD3	TldD protein	unspecified
MED134_13316	unspecified	hypothetical protein	unspecified
MED134_13321	unspecified	MoxR-like ATPase	unspecified
MED134_13326	unspecified	hypothetical protein	unspecified
MED134_13331	unspecified	hypothetical protein	unspecified
MED134_13336	unspecified	hypothetical protein	unspecified
MED134_13341	unspecified	hypothetical protein	unspecified
MED134_13346	unspecified	hypothetical protein	unspecified
MED134_13351	unspecified	ZIP zinc transporter family protein	unspecified
MED134_13356	nhaP	sodium/hydrogen exchanger, NhaP family	unspecified
MED134_13361	unspecified	aldose epimerase family protein	unspecified
MED134_13366	unspecified	hypothetical protein	unspecified
MED134_13371	susC53	TonB dependent/ligand-gated channel	unspecified
MED134_13376	unspecified	hypothetical protein	unspecified
MED134_13381	unspecified	two-component system sensor histidine kinase/response regulator	unspecified
MED134_13386	ald3	alanine dehydrogenase	unspecified
MED134_13391	unspecified	NAD dependent epimerase/dehydratase family protein	unspecified
MED134_13396	unspecified	hypothetical protein	unspecified
MED134_13401	grpE	GrpE protein	unspecified
MED134_13406	dnaJ	chaperone protein DnaJ	unspecified
MED134_13411	cysA3	sulfate/thiosulfate import ATP-binding protein CysA	unspecified
MED134_13416	unspecified	ABC transporter, permease protein	unspecified
MED134_13421	mscS9	small-conductance mechanosensitive channel	unspecified
MED134_13426	unspecified	hypothetical protein	unspecified
MED134_13431	unspecified	two component, sigma54 specific, transcriptional regulator	02020 Two-component system [PATH:dok02020]
MED134_13436	unspecified	polyphosphate kinase 2	unspecified
MED134_13441	unspecified	peptidase family M28	unspecified
MED134_13446	unspecified	hypothetical protein	unspecified
MED134_13451	unspecified	multidrug resistance protein	unspecified
MED134_13456	unspecified	hypothetical protein	unspecified
MED134_13461	unspecified	PAP2 superfamily protein	00550 Peptidoglycan biosynthesis [PATH:dok00550],00552 Teichoic acid biosynthesis [PATH:dok00552]
MED134_13466	unspecified	hypothetical protein	unspecified
MED134_13471	argK	LAO/AO transport system kinase	unspecified
MED134_13476	unspecified	hypothetical protein	unspecified
MED134_13486	unspecified	RNA polymerase sigma factor, sigma-70 family	unspecified
MED134_13491	unspecified	hypothetical protein	unspecified
MED134_13496	unspecified	hypothetical protein	unspecified
MED134_13501	unspecified	peptidase family M23	unspecified
MED134_13506	unspecified	haloacid dehalogenase-like hydrolase	unspecified
MED134_13511	secA	preprotein translocase subunit SecA	03060 Protein export [PATH:dok03060],03070 Bacterial secretion system [PATH:dok03070],02024 Quorum sensing [PATH:dok02024]
MED134_13516	unspecified	hypothetical protein	unspecified
MED134_13521	unspecified	ATP:corrinoid adenosyltransferase family protein	00860 Porphyrin metabolism [PATH:dok00860]
MED134_13526	unspecified	hypothetical protein	unspecified
MED134_13531	unspecified	ABC transporter, ATP-binding protein	unspecified
MED134_13536	unspecified	O-methyltransferase family protein	unspecified
MED134_13541	unspecified	ABC transporter, ATP-binding protein	unspecified
MED134_13546	wza	polysaccharide export outer membrane protein	02020 Two-component system [PATH:dok02020]
MED134_13551	unspecified	exopolysaccharide transport protein family	02020 Two-component system [PATH:dok02020]
MED134_13556	wzm	polysaccharide biosynthesis/export protein	02010 ABC transporters [PATH:dok02010]
MED134_13561	unspecified	ExoV-like protein	00543 Exopolysaccharide biosynthesis [PATH:dok00543]
MED134_13566	wzt	ABC transporter, ATP-binding protein	02010 ABC transporters [PATH:dok02010]
MED134_13571	unspecified	methyltransferase, FkbM family	unspecified
MED134_13576	unspecified	glycosyl transferase family 2	unspecified
MED134_13581	unspecified	glycosyl transferase family 2	unspecified
MED134_13586	unspecified	glycosyl transferase family 2	unspecified
MED134_13591	unspecified	glycosyl transferase family 2	unspecified
MED134_13596	unspecified	glycosyl transferase family 2	unspecified
MED134_13601	unspecified	hypothetical protein	unspecified
MED134_13606	unspecified	glycosyl transferase family 2	unspecified
MED134_13611	unspecified	glycosyl transferase family 2	unspecified
MED134_13616	unspecified	glycosyl transferase group 1	unspecified
MED134_13621	unspecified	hypothetical protein	unspecified
MED134_13626	unspecified	cytidylyltransferase family protein	unspecified
MED134_13631	neuB	N-acetylneuraminate synthase	00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520]
MED134_13636	unspecified	hypothetical protein	unspecified
MED134_13641	unspecified	glycosyl transferase group 1	00500 Starch and sucrose metabolism [PATH:dok00500]
MED134_13646	unspecified	glycosyl transferase family 2	unspecified
MED134_13651	unspecified	glycosyl transferase exostosin family	unspecified
MED134_13656	unspecified	glycosyl transferase family 2	unspecified
MED134_13661	cysE3	serine O-acetyltransferase	00920 Sulfur metabolism [PATH:dok00920],00270 Cysteine and methionine metabolism [PATH:dok00270],00543 Exopolysaccharide biosynthesis [PATH:dok00543]
MED134_13666	unspecified	glycosyl transferase group 1	unspecified
MED134_13671	unspecified	glycosyl transferase group 1	unspecified
MED134_13676	unspecified	hypothetical protein	unspecified
MED134_13681	unspecified	glycosyl transferase group 1	unspecified
MED134_13686	unspecified	sugar transferase family protein	unspecified
MED134_13691	unspecified	hypothetical protein	unspecified
MED134_13696	unspecified	hypothetical protein	unspecified
MED134_13701	sucC	succinyl-CoA synthetase, beta subunit	00020 Citrate cycle (TCA cycle) [PATH:dok00020],00640 Propanoate metabolism [PATH:dok00640],00660 C5-Branched dibasic acid metabolism [PATH:dok00660]
MED134_13706	clpS	ATP-dependent Clp protease adaptor protein ClpS	unspecified
MED134_13711	prmA	ribosomal protein L11 methyltransferase	unspecified
MED134_13716	unspecified	serine protease, subtilase family	unspecified
MED134_13721	unspecified	hypothetical protein	unspecified
MED134_13726	tpiA	triosephosphate isomerase	00010 Glycolysis / Gluconeogenesis [PATH:dok00010],00051 Fructose and mannose metabolism [PATH:dok00051]
MED134_13731	unspecified	ABC transporter, permease protein	02024 Quorum sensing [PATH:dok02024]
MED134_13736	unspecified	hypothetical protein	unspecified
MED134_13741	unspecified	hypothetical protein	unspecified
MED134_13746	folP	dihydropteroate synthase	00790 Folate biosynthesis [PATH:dok00790]
MED134_13761	unspecified	hypothetical protein	02024 Quorum sensing [PATH:dok02024]
MED134_13766	unspecified	hypothetical protein	unspecified
MED134_13771	pssA	phosphatidylserine synthase	00564 Glycerophospholipid metabolism [PATH:dok00564],00260 Glycine, serine and threonine metabolism [PATH:dok00260]
MED134_13776	unspecified	peptidase family M20/M25/M40	00480 Glutathione metabolism [PATH:dok00480]
MED134_13781	unspecified	FKBP-type peptidyl-prolyl cis-trans isomerase	unspecified
MED134_13786	gldI	gliding motility protein GldI	unspecified
MED134_13791	unspecified	DHH family protein	00920 Sulfur metabolism [PATH:dok00920]
MED134_13796	ndk	nucleoside-diphosphate kinase	00230 Purine metabolism [PATH:dok00230],00240 Pyrimidine metabolism [PATH:dok00240]
MED134_13806	typA	GTP-binding elongation factor family protein TypA/BipA	unspecified
MED134_13811	unspecified	glycosyl transferase family 2	unspecified
MED134_13816	unspecified	hypothetical protein	unspecified
MED134_13821	unspecified	hypothetical protein	unspecified
MED134_13826	unspecified	DegT/DnrJ/EryC1/StrS aminotransferase family protein	unspecified
MED134_13831	unspecified	polysaccharide biosynthesis protein	unspecified
MED134_13836	unspecified	acetyltransferase	unspecified
MED134_13841	unspecified	glycosyl transferase group 1	unspecified
MED134_13846	unspecified	glycosyl transferase group 1	unspecified
MED134_13851	unspecified	WxcM domain-containing protein	unspecified
MED134_13856	unspecified	hypothetical protein	unspecified
MED134_13866	unspecified	glycosyl transferase family 2	unspecified
MED134_13871	ftsE	cell division ATP-binding protein FtsE	02010 ABC transporters [PATH:dok02010]
MED134_17770	unspecified	hypothetical protein	unspecified
MED134_13886	unspecified	hypothetical protein	unspecified
MED134_13891	unspecified	hypothetical protein	unspecified
MED134_13896	unspecified	hypothetical protein	unspecified
MED134_13901	unspecified	hypothetical protein	unspecified
MED134_13906	unspecified	metal-dependent amidohydrolase	unspecified
MED134_13911	unspecified	hypothetical protein	unspecified
MED134_13916	unspecified	tetrapyrrole (corrin/porphyrin) methylase family protein	unspecified
MED134_13921	unspecified	low molecular weight phosphotyrosine protein phosphatase	02020 Two-component system [PATH:dok02020]
MED134_13926	amt1	ammonium transporter 1	unspecified
MED134_13931	unspecified	hypothetical protein	unspecified
MED134_13936	gltS3	glutamate synthase (ferredoxin)	00910 Nitrogen metabolism [PATH:dok00910],00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]
MED134_13941	gltD	glutamate synthase, NADH/NADPH, small subunit	00910 Nitrogen metabolism [PATH:dok00910],00250 Alanine, aspartate and glutamate metabolism [PATH:dok00250]
MED134_13946	dnaA	chromosomal replication initiator protein DnaA	02020 Two-component system [PATH:dok02020]
MED134_13951	unspecified	thioesterase superfamily protein	unspecified
MED134_13956	unspecified	hypothetical protein	unspecified
MED134_13961	unspecified	ABC transporter, periplasmic binding protein	02024 Quorum sensing [PATH:dok02024]
MED134_13966	unspecified	MiaB-like tRNA modifying enzyme	unspecified
MED134_13971	unspecified	acetyltransferase (GNAT) family protein	unspecified
MED134_13976	unspecified	hypothetical protein	unspecified
MED134_13981	unspecified	thioesterase superfamily protein	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]
MED134_13986	entC	isochorismate synthase	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]
MED134_13991	menD	2-succinyl-5-enolpyruvyl-6-hydroxy-3- cyclohexene-1-carboxylate synthase	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]
MED134_13996	unspecified	hypothetical protein	unspecified
MED134_14001	unspecified	hypothetical protein	unspecified
MED134_14006	unspecified	peptidase C1-like family protein	unspecified
MED134_14011	menB	naphthoate synthase	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]
MED134_14016	unspecified	hypothetical protein	unspecified
MED134_14021	unspecified	sugar (GPH):cation symporter	unspecified
MED134_14026	unspecified	hypothetical protein	unspecified
MED134_14031	unspecified	glycosyl hydrolase family 16	unspecified
MED134_14036	unspecified	hypothetical protein	unspecified
MED134_14041	unspecified	hypothetical protein	unspecified
MED134_14046	unspecified	M42 glutamyl aminopeptidase	unspecified
MED134_14051	unspecified	hypothetical protein	unspecified
MED134_14056	unspecified	hypothetical protein	unspecified
MED134_14061	unspecified	ZIP zinc transporter	unspecified
MED134_14066	unspecified	putative RNA methylase family UPF0020	unspecified
MED134_14071	unspecified	hypothetical protein	unspecified
MED134_14076	unspecified	hypothetical protein	unspecified
MED134_14081	unspecified	RNA methyltransferase, TrmA family	unspecified
MED134_14086	unspecified	hypothetical protein	unspecified
MED134_14091	unspecified	aminotransferase class-III	00330 Arginine and proline metabolism [PATH:dok00330]
MED134_14096	unspecified	hypothetical protein	unspecified
MED134_17819	unspecified	putative membrane protein	unspecified
MED134_14106	unspecified	hypothetical protein	unspecified
MED134_14111	unspecified	hypothetical protein	unspecified
MED134_14116	iscS	cysteine desulfurase	00730 Thiamine metabolism [PATH:dok00730],04122 Sulfur relay system [PATH:dok04122]
MED134_14121	susC55	TonB dependent/ligand-gated channel	unspecified
MED134_14126	unspecified	peptidase family M23	unspecified
MED134_14131	unspecified	hypothetical protein	unspecified
MED134_14136	susC57	TonB dependent/ligand-gated channel	unspecified
MED134_14141	icd	isocitrate dehydrogenase	00020 Citrate cycle (TCA cycle) [PATH:dok00020],00480 Glutathione metabolism [PATH:dok00480]
MED134_14146	rplS	50S ribosomal protein L19	03010 Ribosome [PATH:dok03010]
MED134_14151	rpsT	30S ribosomal protein S20	03010 Ribosome [PATH:dok03010]
MED134_14156	proS	prolyl-tRNA synthetase	00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]
MED134_14161	unspecified	hypothetical protein	unspecified
MED134_14166	unspecified	outer membrane protein transport protein (OMPP1/FadL/TodX)	unspecified
MED134_14171	unspecified	NADPH-dependent FMN reductase	unspecified
MED134_14176	unspecified	alpha-amylase	00500 Starch and sucrose metabolism [PATH:dok00500]
MED134_14181	menA	1,4-dihydroxy-2-naphthoateoctaprenyltransferase	00130 Ubiquinone and other terpenoid-quinone biosynthesis [PATH:dok00130]
MED134_14186	hupB	DNA-binding protein HU-beta	unspecified
MED134_14191	fmt	methionyl-tRNA formyltransferase	00670 One carbon pool by folate [PATH:dok00670],00970 Aminoacyl-tRNA biosynthesis [PATH:dok00970]
MED134_14196	recQ5	ATP-dependent DNA helicase RecQ	03018 RNA degradation [PATH:dok03018]
MED134_14201	unspecified	hypothetical protein	unspecified
MED134_14206	unspecified	hypothetical protein	unspecified
MED134_14211	unspecified	hypothetical protein	unspecified
MED134_14216	murA	UDP-N-acetylglucosamine1- carboxyvinyltransferase	00520 Amino sugar and nucleotide sugar metabolism [PATH:dok00520],00550 Peptidoglycan biosynthesis [PATH:dok00550]
MED134_14221	unspecified	glycerophosphoryl diester phosphodiesterase family protein	00564 Glycerophospholipid metabolism [PATH:dok00564]
MED134_14226	gnd	6-phosphogluconate dehydrogenase	00030 Pentose phosphate pathway [PATH:dok00030],00480 Glutathione metabolism [PATH:dok00480]
MED134_14231	zwf	glucose-6-phosphate 1-dehydrogenase	00030 Pentose phosphate pathway [PATH:dok00030],00480 Glutathione metabolism [PATH:dok00480]
MED134_14236	pgl	6-phosphogluconolactonase	00030 Pentose phosphate pathway [PATH:dok00030]
MED134_14241	unspecified	ABC transporter, ATP-binding protein	unspecified
MED134_14246	unspecified	SnoaL-like polyketide cyclase	unspecified
MED134_14251	unspecified	glyoxalase/bleomycin resistance protein/dioxygenase superfamily protein	00620 Pyruvate metabolism [PATH:dok00620]
MED134_14256	unspecified	peptidase family M20/M25/M40	unspecified
MED134_14266	phr5	deoxyribodipyrimidine photo-lyase, class I	unspecified
MED134_14271	unspecified	short chain dehydrogenase	00061 Fatty acid biosynthesis [PATH:dok00061],00780 Biotin metabolism [PATH:dok00780]
MED134_14276	unspecified	hypothetical protein	unspecified
MED134_14281	unspecified	hypothetical protein	unspecified
MED134_14286	unspecified	MIP family channel protein	unspecified
MED134_14291	unspecified	hypothetical protein	unspecified
MED134_14296	lpd	dihydrolipoamide dehydrogenase	00010 Glycolysis / Gluconeogenesis [PATH:dok00010],00020 Citrate cycle (TCA cycle) [PATH:dok00020],00620 Pyruvate metabolism [PATH:dok00620],00630 Glyoxylate and dicarboxylate metabolism [PATH:dok00630],00640 Propanoate metabolism [PATH:dok00640],00260 Glycine, serine and threonine metabolism [PATH:dok00260],00280 Valine, leucine and isoleucine degradation [PATH:dok00280],00310 Lysine degradation [PATH:dok00310],00380 Tryptophan metabolism [PATH:dok00380],00785 Lipoic acid metabolism [PATH:dok00785]
MED134_14301	unspecified	hypothetical protein	unspecified
MED134_14306	unspecified	hypothetical protein	unspecified
MED134_14311	unspecified	cytochrome oxidase assembly protein	00190 Oxidative phosphorylation [PATH:dok00190],00860 Porphyrin metabolism [PATH:dok00860],02020 Two-component system [PATH:dok02020]
MED134_14316	unspecified	hypothetical protein	unspecified
MED134_14321	unspecified	hypothetical protein	unspecified
MED134_14326	unspecified	hypothetical protein	unspecified
MED134_14331	unspecified	ABC transporter, ATP-binding protein	unspecified
MED134_14336	unspecified	hypothetical protein	unspecified
MED134_14341	unspecified	DEAD/DEAH box helicase	03018 RNA degradation [PATH:dok03018]
MED134_14346	unspecified	metallo-beta-lactamase superfamily protein	01501 beta-Lactam resistance [PATH:dok01501]
MED134_14351	unspecified	hypothetical protein	unspecified
